run_id,status,seed,started_at,finished_at,elapsed_seconds,pass_at_1,pass_at_4,parse_rate,mean_reward,steps,tasks,candidates,hit_at_1,hit_at_8,hit_at_32,model_passes,actual_completion_tokens,peak_cuda_bytes,input,input_sha256,adapter,adapter_sha256,config_sha256
20260727T072006Z_qwen3-0.6b_sft_validation_apply_evaluation_sft-pilot-mixed-atomic-apply_exact_seed0,DONE,0,2026-07-27T07:20:06.952106+00:00,2026-07-27T07:21:24.223954+00:00,77.26563419998274,0.59,,1.0,,,100,100,,,,,1335,1272855040,artifacts\data\pilot\sft_validation_apply.jsonl,,artifacts\adapters\sft_atomic_r16_pilot,,48a09f85db72ec9c98d51f09e9cd5e7c2b306271fe58135f886207c5ad321d81
20260727T072129Z_qwen3-0.6b_sft_validation_plan_evaluation_sft-pilot-mixed-atomic-plan_exact_seed0,DONE,0,2026-07-27T07:21:29.172230+00:00,2026-07-27T07:21:58.746449+00:00,29.56779830000596,0.84,,1.0,,,100,100,,,,,479,1272855040,artifacts\data\pilot\sft_validation_plan.jsonl,,artifacts\adapters\sft_atomic_r16_pilot,,aa33417a7846eaea0864ab6124303b5925deb286ac06f671f1770965bdf12c33
20260727T072213Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed0,DONE,0,2026-07-27T07:22:13.686793+00:00,2026-07-27T07:24:30.250706+00:00,136.55809740000404,,,,,750,,,,,,,,4643855872,,,,,b94a0617a4c961381df5ba66db408087a4296d986898acf057e14957d8a19ff9
20260727T072453Z_qwen3-0.6b_sft_validation_apply_evaluation_sft-pilot-3ep-atomic-apply_exact_seed0,DONE,0,2026-07-27T07:24:53.903036+00:00,2026-07-27T07:26:10.658823+00:00,76.75009280000813,0.77,,1.0,,,100,100,,,,,1335,1272855040,artifacts\data\pilot\sft_validation_apply.jsonl,,artifacts\adapters\sft_atomic_r16_pilot,,48a09f85db72ec9c98d51f09e9cd5e7c2b306271fe58135f886207c5ad321d81
20260727T072615Z_qwen3-0.6b_sft_validation_plan_evaluation_sft-pilot-3ep-atomic-plan_exact_seed0,DONE,0,2026-07-27T07:26:15.566229+00:00,2026-07-27T07:26:45.115081+00:00,29.542484400008107,0.94,,1.0,,,100,100,,,,,480,1272855040,artifacts\data\pilot\sft_validation_plan.jsonl,,artifacts\adapters\sft_atomic_r16_pilot,,aa33417a7846eaea0864ab6124303b5925deb286ac06f671f1770965bdf12c33
20260727T080834Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed0,DONE,0,2026-07-27T08:08:34.875747+00:00,2026-07-27T08:14:16.861105+00:00,341.9834894000087,,,,,1875,,,,,,,,4771186176,,,,,811e33eb39aca7cb0cdcfeade8a4651edff38e35a961a143df787d1bae691fcc
20260727T081435Z_qwen3-0.6b_sft_validation_apply_evaluation_sft-r32-aw4-atomic-apply_exact_seed0,DONE,0,2026-07-27T08:14:35.426417+00:00,2026-07-27T08:15:50.861192+00:00,75.42812749999575,0.83,,1.0,,,100,100,,,,,1335,1353595392,artifacts\data\pilot\sft_validation_apply.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4,,9782873373fd5e10927fdbc0543028e725968e3ba2591045ef695828291c572f
20260727T081555Z_qwen3-0.6b_sft_validation_plan_evaluation_sft-r32-aw4-atomic-plan_exact_seed0,DONE,0,2026-07-27T08:15:55.885426+00:00,2026-07-27T08:16:25.168083+00:00,29.275831000006292,0.92,,1.0,,,100,100,,,,,483,1353595392,artifacts\data\pilot\sft_validation_plan.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4,,b7d7063e30cddba724c83e51db66d78914c29ffa7aace2978e6527584fd1e2bc
20260727T081710Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed0,DONE,0,2026-07-27T08:17:10.855851+00:00,2026-07-27T08:19:03.823428+00:00,112.96280959999422,,,,,625,,,,,,,,4771186176,,,,,669252f9a7a15de943de8c6eb6988ec118ea782abb1de708f89cbdd227dbe8d1
20260727T081919Z_qwen3-0.6b_sft_validation_apply_evaluation_sft-r32-aw4-cont-atomic-apply_exact_seed0,DONE,0,2026-07-27T08:19:19.746430+00:00,2026-07-27T08:20:38.329044+00:00,78.57558440000867,0.83,,1.0,,,100,100,,,,,1335,1353595392,artifacts\data\pilot\sft_validation_apply.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4_cont,,20e87d756cfbc469c4ba26851ec735d2aa372e574750b670c2d57683ef95d2d2
20260727T082043Z_qwen3-0.6b_sft_validation_plan_evaluation_sft-r32-aw4-cont-atomic-plan_exact_seed0,DONE,0,2026-07-27T08:20:43.830407+00:00,2026-07-27T08:21:13.946592+00:00,30.107595799985575,0.98,,1.0,,,100,100,,,,,481,1353595392,artifacts\data\pilot\sft_validation_plan.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4_cont,,9aa49d7e1da77d41a5d02552255f6153fef64d28fb7b4e37d30e46417417a6e1
20260727T082209Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed0,DONE,0,2026-07-27T08:22:09.828447+00:00,2026-07-27T08:24:00.628456+00:00,110.79460580000887,,,,,625,,,,,,,,4872589824,,,,,b194db7a2a85c632f6eaa6ab837204befbba7de4ec1e5d96eca90a52fd72522c
20260727T082417Z_qwen3-0.6b_sft_validation_apply_evaluation_sft-r32-sh1-atomic-apply_exact_seed0,DONE,0,2026-07-27T08:24:17.890825+00:00,2026-07-27T08:25:32.324007+00:00,74.42645899998024,0.81,,1.0,,,100,100,,,,,1335,1353595392,artifacts\data\pilot\sft_validation_apply.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_sh1,,4f995bf39eecd4a780b0d9406577869fddcafbd2c93e8edee709b05ea5a6e90c
20260727T082537Z_qwen3-0.6b_sft_validation_plan_evaluation_sft-r32-sh1-atomic-plan_exact_seed0,DONE,0,2026-07-27T08:25:37.253680+00:00,2026-07-27T08:26:06.047595+00:00,28.786732400010806,1.0,,1.0,,,100,100,,,,,481,1353595392,artifacts\data\pilot\sft_validation_plan.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_sh1,,04137aad2672a75438c6a8ae4ac9c03d249975340bcd7d7ddfe07aa9ad642da3
20260727T082645Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed0,DONE,0,2026-07-27T08:26:45.464555+00:00,2026-07-27T08:32:18.929340+00:00,333.461138499988,,,,,1875,,,,,,,,4873054720,,,,,72626a1492dba88969fa85473e1d2ebf5e5563c573d3410776b4ef3b49b48b05
20260727T083239Z_qwen3-0.6b_sft_validation_apply_evaluation_sft-r32-sh1-3ep-atomic-apply_exact_seed0,DONE,0,2026-07-27T08:32:39.615574+00:00,2026-07-27T08:33:56.361578+00:00,76.73862419999205,0.03,,1.0,,,100,100,,,,,1335,1353595392,artifacts\data\pilot\sft_validation_apply.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_sh1_3ep,,159fbffe5077e7ca58b6aa224ab4ebd4b96194b7f9972074f5fceb20685b2625
20260727T083401Z_qwen3-0.6b_sft_validation_plan_evaluation_sft-r32-sh1-3ep-atomic-plan_exact_seed0,DONE,0,2026-07-27T08:34:01.389238+00:00,2026-07-27T08:34:31.142949+00:00,29.746945699997013,0.91,,1.0,,,100,100,,,,,482,1353595392,artifacts\data\pilot\sft_validation_plan.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_sh1_3ep,,c0c1f3e0f7b5705e53dbd7b874f3dc155737de7eac3641ddca79377e5243ba3f
20260727T094346Z_qwen3-0.6b_plan-dev_exploration_e0-e4_exact_seed0,DONE,0,2026-07-27T09:43:46.930517+00:00,2026-07-27T09:44:48.267369+00:00,61.32983360000071,,,,,,20,,,,,,,1353595392,artifacts\data\smoke\dev_exploration.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4_cont,,52732994b73d13e5bd20040410bdb2bbc347ec73d721bcc298a49d7c91416f15
20260727T094614Z_qwen3-0.6b_plan-dev_exploration_action-iid-vs-prefix_exact_seed0,DONE,0,2026-07-27T09:46:14.304971+00:00,2026-07-27T09:47:41.550939+00:00,87.24026059999596,,,,,,100,,,,,,,1646200320,artifacts\data\pilot\dev_exploration.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4_cont,,bd892b6dbefe9519922cde04566461393b5111bb753ed8130abfcb50aef1179b
20260727T094932Z_qwen3-0.6b_plan_grpo_iid_action_exact_seed0,FAILED,0,2026-07-27T09:49:33.033904+00:00,2026-07-27T09:50:46.251796+00:00,,,,,,,,,,,,,,,artifacts\data\pilot\rl_train.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4_cont,,65366980fc4dba0943b1f349f23200a6560e5aec3b1145d2376ad6a3383a3a85
20260727T095203Z_qwen3-0.6b_plan_grpo_iid_action_exact_seed0,DONE,0,2026-07-27T09:52:03.451738+00:00,2026-07-27T10:08:29.448696+00:00,985.9981761999952,,,,0.05333333333333334,150,,,,,,,,7807482368,artifacts\data\pilot\rl_train.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4_cont,,65366980fc4dba0943b1f349f23200a6560e5aec3b1145d2376ad6a3383a3a85
20260727T100858Z_qwen3-0.6b_plan_grpo_prefix_balanced_action_exact_seed0,DONE,0,2026-07-27T10:08:58.280076+00:00,2026-07-27T10:21:09.772381+00:00,731.4897008000116,,,,0.050833333333333335,150,,,,,,,,7804130816,artifacts\data\pilot\rl_train.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4_cont,,c85e58d22f2b095848e39ea3fc85f8bf38de28b4a3a93dab792fa36309adf548
20260727T102124Z_qwen3-0.6b_plan-dev_exploration_action-iid-vs-prefix_exact_seed0,DONE,0,2026-07-27T10:21:24.555886+00:00,2026-07-27T10:22:53.732924+00:00,89.1707621999958,,,,,,100,,,,,,,1646200320,artifacts\data\pilot\dev_exploration.jsonl,,artifacts\adapters\grpo_iid_action_pilot_seed0,,0a48a1ccbd69b9fec0c200aaed3a5deac533c7d11f5801bd05379f06ab852d06
20260727T102258Z_qwen3-0.6b_plan-dev_exploration_action-iid-vs-prefix_exact_seed0,DONE,0,2026-07-27T10:22:59.015489+00:00,2026-07-27T10:24:25.415647+00:00,86.39374830000452,,,,,,100,,,,,,,1646200320,artifacts\data\pilot\dev_exploration.jsonl,,artifacts\adapters\grpo_prefix_balanced_action_pilot_seed0,,71a1f02a7c999656c797d01bc80b6af09c9ab834609ce7edbb0a141b210a09cd
20260727T102539Z_qwen3-0.6b_plan_grpo_iid_action_exact_seed1,DONE,1,2026-07-27T10:25:40.133857+00:00,2026-07-27T10:41:41.667925+00:00,961.5357637999987,,,,0.059166666666666666,150,,,,,,,,7807482368,artifacts\data\pilot\rl_train.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4_cont,,cf0c8d2bd4ab1cb6c66f3a45accbdc80ef6bfa22bd1446d739155232874235cb
20260727T104158Z_qwen3-0.6b_plan_grpo_prefix_balanced_action_exact_seed1,FAILED,1,2026-07-27T10:41:58.266838+00:00,,,,,,,,,,,,,,,,artifacts\data\pilot\rl_train.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4_cont,,ca05e0242f62d66960ff6df6da8a6f4f53e5b9c8a705bfa333ca78ced06ff099
20260727T104812Z_qwen3-0.6b_plan_grpo_prefix_balanced_action_exact_seed1,DONE,1,2026-07-27T10:48:12.974067+00:00,2026-07-27T11:00:37.742698+00:00,744.7667437999917,,,,0.051666666666666666,150,,,,,,,,7804130816,artifacts\data\pilot\rl_train.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4_cont,,ca05e0242f62d66960ff6df6da8a6f4f53e5b9c8a705bfa333ca78ced06ff099
20260727T110050Z_qwen3-0.6b_plan_grpo_iid_action_exact_seed2,DONE,2,2026-07-27T11:00:50.739232+00:00,2026-07-27T11:18:09.554750+00:00,1038.8168821000145,,,,0.08166666666666667,150,,,,,,,,7800620544,artifacts\data\pilot\rl_train.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4_cont,,7d7150bfeb7b1e21c7665c3214822c881d8f6db02fa9171c2edc230c814396d3
20260727T111842Z_qwen3-0.6b_plan_grpo_prefix_balanced_action_exact_seed2,DONE,2,2026-07-27T11:18:42.314892+00:00,2026-07-27T11:31:08.686277+00:00,746.3695904999913,,,,0.05583333333333333,150,,,,,,,,7804130816,artifacts\data\pilot\rl_train.jsonl,,artifacts\adapters\sft_atomic_r32_pilot_aw4_cont,,ea0313964f72ecbe8f7d4eea3e2282dabf6671ee99158df33fe43b2f7240dbeb
20260727T113159Z_qwen3-0.6b_plan-dev_exploration_action-iid-vs-prefix_exact_seed0,DONE,0,2026-07-27T11:31:59.853835+00:00,2026-07-27T11:33:16.560650+00:00,76.69902010000078,,,,,,200,,,,,,,1683521024,artifacts\data\pilot\final_like_heldout.jsonl,,artifacts\adapters\grpo_iid_action_pilot_seed0,,b2107c3de8101b19ad801fbb7c8985b925be30eebc2e2da937ce423370f7eda3
20260727T113321Z_qwen3-0.6b_plan-dev_exploration_action-iid-vs-prefix_exact_seed0,DONE,0,2026-07-27T11:33:21.602411+00:00,2026-07-27T11:36:27.235638+00:00,185.62736130002304,,,,,,200,,,,,,,1683521024,artifacts\data\pilot\final_like_heldout.jsonl,,artifacts\adapters\grpo_prefix_balanced_action_pilot_seed0,,4686bd69c94c9039f073aaea792bd5d8055a475b3aa2768e87a98f98da211931
20260727T113642Z_qwen3-0.6b_plan-dev_exploration_action-iid-vs-prefix_exact_seed1,DONE,1,2026-07-27T11:36:42.567311+00:00,2026-07-27T11:38:03.043199+00:00,80.4701171000197,,,,,,200,,,,,,,1683521024,artifacts\data\pilot\final_like_heldout.jsonl,,artifacts\adapters\grpo_iid_action_pilot_seed1,,05764892eb8bc8fd75f3795560175466e0400131c122c7967463c44850df769d
20260727T113807Z_qwen3-0.6b_plan-dev_exploration_action-iid-vs-prefix_exact_seed1,DONE,1,2026-07-27T11:38:08.005394+00:00,2026-07-27T11:41:09.198278+00:00,181.18615859997226,,,,,,200,,,,,,,1683521024,artifacts\data\pilot\final_like_heldout.jsonl,,artifacts\adapters\grpo_prefix_balanced_action_pilot_seed1,,13a6c5850b373854cd6c28c6a4a7e8124cc34eaae9d83e0dd7338744c033d7f0
20260727T114121Z_qwen3-0.6b_plan-dev_exploration_action-iid-vs-prefix_exact_seed2,DONE,2,2026-07-27T11:41:22.090307+00:00,2026-07-27T11:42:38.362415+00:00,76.26568049998605,,,,,,200,,,,,,,1677935104,artifacts\data\pilot\final_like_heldout.jsonl,,artifacts\adapters\grpo_iid_action_pilot_seed2,,802d79ad4f5b7d161fa6c9e566c94fedb53148bc959225994d3d1c174d000842
20260727T114243Z_qwen3-0.6b_plan-dev_exploration_action-iid-vs-prefix_exact_seed2,DONE,2,2026-07-27T11:42:43.430353+00:00,2026-07-27T11:45:47.734096+00:00,184.29840229998808,,,,,,200,,,,,,,1683521024,artifacts\data\pilot\final_like_heldout.jsonl,,artifacts\adapters\grpo_prefix_balanced_action_pilot_seed2,,68a91c37b09431516ecfd04d1603eaad7cdd0694715929a513ea807b07fe91da
20260727T114703Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-iid-seed0-apply_exact_seed0,DONE,0,2026-07-27T11:47:03.457080+00:00,2026-07-27T11:48:11.588936+00:00,68.1246409000014,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts\data\pilot\sft_validation_apply_non_sh1.jsonl,,artifacts\adapters\grpo_iid_action_pilot_seed0,,bc9286c3e031888329419a0608ceb84f3b65a0d2d6201d1c23ce05ca87746ad8
20260727T114816Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-iid-seed0-plan_exact_seed0,DONE,0,2026-07-27T11:48:16.807673+00:00,2026-07-27T11:48:48.064297+00:00,31.248992000008002,0.97,,1.0,,,100,100,,,,,482,1353595392,artifacts\data\pilot\sft_validation_plan.jsonl,,artifacts\adapters\grpo_iid_action_pilot_seed0,,152749990df7b669ae5cf1d09609cddd25b8b78aef49e3080576b5eaf791bb0e
20260727T114853Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-prefix_balanced-seed0-apply_exact_seed0,DONE,0,2026-07-27T11:48:53.267097+00:00,2026-07-27T11:49:55.378462+00:00,62.103837600006955,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts\data\pilot\sft_validation_apply_non_sh1.jsonl,,artifacts\adapters\grpo_prefix_balanced_action_pilot_seed0,,3de3d65ec3c62dfaf2be72b9ec6ef97d4d5c5433238b3d8ee35161afc43bb84c
20260727T115000Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-prefix_balanced-seed0-plan_exact_seed0,DONE,0,2026-07-27T11:50:00.369862+00:00,2026-07-27T11:50:33.860505+00:00,33.48304520000238,0.97,,1.0,,,100,100,,,,,482,1353595392,artifacts\data\pilot\sft_validation_plan.jsonl,,artifacts\adapters\grpo_prefix_balanced_action_pilot_seed0,,fb3004a8dd33a7c83d5f41a4d9c7bb553e52285896f0a809f76176632e59f5f2
20260727T115039Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-iid-seed1-apply_exact_seed1,DONE,1,2026-07-27T11:50:39.327098+00:00,2026-07-27T11:51:45.931031+00:00,66.59405569999944,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts\data\pilot\sft_validation_apply_non_sh1.jsonl,,artifacts\adapters\grpo_iid_action_pilot_seed1,,b9c74985ece13574076ae3465b7fe06d87e3858c95baf1535e760be3f2846675
20260727T115151Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-iid-seed1-plan_exact_seed1,DONE,1,2026-07-27T11:51:51.354243+00:00,2026-07-27T11:52:24.243143+00:00,32.88047439997899,0.97,,1.0,,,100,100,,,,,482,1353595392,artifacts\data\pilot\sft_validation_plan.jsonl,,artifacts\adapters\grpo_iid_action_pilot_seed1,,68ad3386cd5ed5d10ac3c8f7294b6b10bc1160b5c70eade475cfd64f3662303d
20260727T115229Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-prefix_balanced-seed1-apply_exact_seed1,DONE,1,2026-07-27T11:52:29.585075+00:00,2026-07-27T11:53:34.529476+00:00,64.93567980002263,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts\data\pilot\sft_validation_apply_non_sh1.jsonl,,artifacts\adapters\grpo_prefix_balanced_action_pilot_seed1,,1b606e60ba8980572aace8374c747271ae5894814d0e77b2cd0196742082c1fc
20260727T115339Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-prefix_balanced-seed1-plan_exact_seed1,DONE,1,2026-07-27T11:53:39.721160+00:00,2026-07-27T11:54:09.689355+00:00,29.961415300000226,0.98,,1.0,,,100,100,,,,,481,1353595392,artifacts\data\pilot\sft_validation_plan.jsonl,,artifacts\adapters\grpo_prefix_balanced_action_pilot_seed1,,b368304abba7e759c87689c67c8717d13749f904ca1026022ee672d39c2e8783
20260727T115414Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-iid-seed2-apply_exact_seed2,DONE,2,2026-07-27T11:54:14.600986+00:00,2026-07-27T11:55:14.849321+00:00,60.24082199999248,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts\data\pilot\sft_validation_apply_non_sh1.jsonl,,artifacts\adapters\grpo_iid_action_pilot_seed2,,775edf9e3575c8c8c6c0e8687fd651bcba6fc0a0d14c663b2a0f1d84dbd76fbf
20260727T115519Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-iid-seed2-plan_exact_seed2,DONE,2,2026-07-27T11:55:20.037043+00:00,2026-07-27T11:55:50.207298+00:00,30.163128600019263,0.97,,1.0,,,100,100,,,,,482,1353595392,artifacts\data\pilot\sft_validation_plan.jsonl,,artifacts\adapters\grpo_iid_action_pilot_seed2,,8ba0f6f65eb8a129ebe06c472e896fa99e08c57072a25fd271c81b895c252504
20260727T115555Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_forget-prefix_balanced-seed2-apply_exact_seed2,DONE,2,2026-07-27T11:55:55.186825+00:00,2026-07-27T11:56:59.760141+00:00,64.5664760999789,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts\data\pilot\sft_validation_apply_non_sh1.jsonl,,artifacts\adapters\grpo_prefix_balanced_action_pilot_seed2,,165e6ab1d83cd23807970f5c3ce17bdcd01a768d3ee918cce9627197484d2e2b
20260727T115704Z_qwen3-0.6b_sft_validation_plan_evaluation_forget-prefix_balanced-seed2-plan_exact_seed2,DONE,2,2026-07-27T11:57:04.917489+00:00,2026-07-27T11:57:36.870678+00:00,31.94626710002194,0.97,,1.0,,,100,100,,,,,482,1353595392,artifacts\data\pilot\sft_validation_plan.jsonl,,artifacts\adapters\grpo_prefix_balanced_action_pilot_seed2,,9177103f6245e399d3f72e52a4e3aa39b8d309510e7aafebc9496f42b8c55147
20260731T221421Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed0,DONE,0,2026-07-31T22:14:22.159942+00:00,2026-07-31T22:14:29.318158+00:00,7.155126526020467,,,,,5,,,,,,,,2354824192,,,,,cd12bd4737eab1720a852c7963e56f5354e6eac981099406ecf1b83bd7468b3e
20260731T221448Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed0,DONE,0,2026-07-31T22:14:48.961088+00:00,2026-07-31T22:31:11.019307+00:00,982.0555652850016,,,,,1875,,,,,,,,2357215232,,,,,3868957357361c1416ce73d8da22d7e12c2e3f5e31d68b942917e56afb262ed7
20260801T075232Z_qwen3-0.6b_atomic_sft_lora-r16_exact_seed0,DONE,0,2026-08-01T07:52:32.873609+00:00,2026-08-01T07:58:11.272814+00:00,338.3961326809949,,,,,625,,,,,,,,2357215232,,,,,d38af4509850b0c606a2fb4fef0016cb0650d7ce069785dce90f7c7e6d4df434
20260801T075830Z_qwen3-0.6b_sft_validation_apply_non_sh1_evaluation_linux-gate5-sft_validation_apply_non_sh1_exact_seed0,DONE,0,2026-08-01T07:58:30.385186+00:00,2026-08-01T07:59:10.561740+00:00,40.17370794300223,1.0,,1.0,,,80,80,,,,,1062,1353595392,artifacts/data/pilot/sft_validation_apply_non_sh1.jsonl,,artifacts/adapters/sft_atomic_r32_pilot_aw4_cont,,4b515af368d691b3ee167a2af1a029d28c59526367638bc66b976266849e9251
